SSID,Location,Landmark,Floor,BSSID,Frequency (MHz),Bandwidth (MHz),Signal Strength dBm,Estimated Distance m,Capabilities
KcN,cse conference hall-2,near girls restroom,ground floor,54:07:7d:40:74:88,2462,20,-48,2.43,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-2,near girls restroom,ground floor,54:07:7d:54:9c:08,2437,20,-88,245.84,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-2,near girls restroom,ground floor,54:07:7d:50:b6:08,2412,20,-78,78.55,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-2,near girls restroom,ground floor,54:07:7d:40:74:a8,5280,40,-48,1.13,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:50:bb:c8,2462,20,-77,68.58,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:50:bb:e8,5745,40,-88,104.28,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:40:74:88,2462,20,-45,1.72,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:54:9c:28,5180,40,-53,2.06,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:51:91:68,5180,40,-54,2.31,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:50:b6:28,5180,40,-79,41.04,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:54:e9:28,5180,40,-83,65.04,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:3f:7e:08,2462,20,-83,136.84,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:3f:7e:28,5300,40,-89,126.83,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:40:74:a8,5280,40,-56,2.85,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:50:6f:68,5745,40,-89,117.01,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall2 outside,near girls restroom,ground floor,54:07:7d:54:c1:68,5260,40,-81,50.88,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:50:bb:c8,2462,20,-72,38.57,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:50:bb:e8,5745,40,-87,92.94,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:40:74:88,2462,20,-58,7.7,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:51:91:48,2412,20,-70,31.27,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:54:9c:08,2437,20,-72,38.96,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:54:9c:28,5180,40,-53,2.06,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:51:91:68,5180,40,-83,65.04,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:3f:be:c8,2412,20,-89,278.69,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:51:34:68,5180,40,-83,65.04,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:50:b6:08,2412,20,-80,98.88,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:40:74:a8,5280,40,-82,56.87,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:50:e7:28,5785,40,-89,116.2,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:54:c1:48,2412,20,-71,35.09,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse conference hall-1 outside,near staff room,ground floor,54:07:7d:54:c1:68,5260,40,-74,22.73,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:3f:a0:c8,2412,20,-57,7,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:40:bf:a8,5180,40,-88,115.66,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:3f:a0:e8,5180,40,-89,129.77,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,94:a6:7e:a5:46:68,5785,40,-90,130.38,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:50:bb:e8,5745,40,-75,23.35,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:40:74:88,2462,20,-68,24.33,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:51:42:c8,2412,20,-72,39.37,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:40:bf:88,2412,20,-68,24.84,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:54:9c:08,2437,20,-34,0.49,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:40:9d:68,5765,40,-90,130.83,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:54:9c:28,5180,40,-32,0.18,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:3f:be:c8,2412,20,-75,55.61,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:51:34:68,5180,40,-76,29.05,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:50:b6:08,2412,20,-92,393.66,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:50:e7:28,5785,40,-83,58.24,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:54:c1:48,2412,20,-77,70,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:50:6f:68,5745,40,-78,32.98,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,cse department office,near hod cabin,ground floor,54:07:7d:54:c1:68,5260,40,-90,143.39,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,examination cell,near girls hostel,ground floor,54:07:7d:50:91:c8,2412,20,-87,221.37,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,examination cell,near girls hostel,ground floor,54:07:7d:40:c7:08,2437,20,-91,347.25,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:51:15:a8,5180,40,-61,5.17,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:51:09:e8,5220,40,-72,18.19,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:50:91:c8,2412,20,-74,49.56,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:51:09:c8,2437,20,-74,49.05,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:50:b5:a8,5745,40,-65,7.38,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:50:91:e8,5745,40,-73,18.54,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:51:15:88,2412,20,-68,24.84,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:51:7a:88,2462,20,-75,54.48,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:50:b5:88,2412,20,-65,17.58,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:40:f5:48,2437,20,-81,109.81,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:51:7a:a8,5805,40,-64,6.51,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot outside,near biometric attendence,ground floor,54:07:7d:40:c7:28,5220,40,-74,22.9,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot lab inside,near biometric attendence,ground floor,54:07:7d:51:15:a8,5180,40,-76,29.05,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot lab inside,near biometric attendence,ground floor,54:07:7d:50:91:c8,2412,20,-76,62.39,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot lab inside,near biometric attendence,ground floor,54:07:7d:50:b5:a8,5745,40,-70,13.13,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot lab inside,near biometric attendence,ground floor,54:07:7d:51:15:88,2412,20,-87,221.37,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot lab inside,near biometric attendence,ground floor,54:07:7d:50:b5:88,2412,20,-74,49.56,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot lab inside,near biometric attendence,ground floor,54:07:7d:51:7a:a8,5805,40,-59,3.66,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,iot lab inside,near biometric attendence,ground floor,54:07:7d:40:2d:88,2412,20,-88,248.38,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:51:15:a8,5180,40,-59,4.1,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:51:01:48,2462,20,-66,19.33,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:51:09:e8,5220,40,-64,7.24,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:50:91:c8,2412,20,-62,12.45,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:50:b5:a8,5745,40,-62,5.23,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:51:01:68,5745,40,-71,14.73,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:51:15:88,2412,20,-59,8.81,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:51:7a:88,2462,20,-82,121.96,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:40:c7:08,2437,20,-67,21.91,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c1,near steps,ground floor,54:07:7d:40:c7:28,5220,40,-60,4.57,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,audio and video hub,near network security lab,ground floor,54:07:7d:51:09:e8,5220,40,-70,14.45,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,audio and video hub,near network security lab,ground floor,54:07:7d:50:91:c8,2412,20,-58,7.85,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,audio and video hub,near network security lab,ground floor,54:07:7d:51:09:c8,2437,20,-66,19.53,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,audio and video hub,near network security lab,ground floor,54:07:7d:51:15:88,2412,20,-60,9.89,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,audio and video hub,near network security lab,ground floor,54:07:7d:50:b5:88,2412,20,-68,24.84,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,audio and video hub,near network security lab,ground floor,54:07:7d:40:f5:68,5300,40,-73,20.1,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,audio and video hub,near network security lab,ground floor,54:07:7d:51:7a:a8,5805,40,-77,29.09,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,audio and video hub,near network security lab,ground floor,54:07:7d:40:c7:08,2437,20,-66,19.53,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,audio and video hub,near network security lab,ground floor,54:07:7d:40:c7:28,5220,40,-49,1.29,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:51:15:a8,5180,40,-92,183.3,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:51:09:e8,5220,40,-70,14.45,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:50:91:c8,2412,20,-70,31.27,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:51:09:c8,2437,20,-66,19.53,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:50:91:e8,5745,40,-87,92.94,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:51:15:88,2412,20,-85,175.84,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:40:f5:48,2437,20,-83,138.24,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:40:c7:08,2437,20,-85,174.04,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:51:01:48,2462,20,-69,27.3,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:50:b5:a8,5745,40,-82,52.26,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:51:01:68,5745,40,-71,14.73,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:50:b5:88,2412,20,-66,19.73,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,c15,inside,second,54:07:7d:51:7a:a8,5805,40,-91,145.78,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:15:a8,5180,40,-75,25.89,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:09:e8,5220,40,-81,51.27,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:50:91:c8,2412,20,-78,78.55,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:09:c8,2437,20,-87,219.1,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:15:88,2412,20,-61,11.09,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:7a:88,2462,20,-89,273.03,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:40:c7:28,5220,40,-78,36.29,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:54:86:68,5180,40,-94,230.77,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:50:b5:a8,5745,40,-78,32.98,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:01:68,5745,40,-89,117.01,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:50:b5:88,2412,20,-79,88.13,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:40:2d:88,2412,20,-78,78.55,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:15:a8,5180,40,-77,32.6,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:09:e8,5220,40,-83,64.54,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:50:91:c8,2412,20,-84,156.72,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:09:c8,2437,20,-87,219.1,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:50:91:e8,5745,40,-85,73.83,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:15:88,2412,20,-76,62.39,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:7a:88,2462,20,-87,216.88,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:40:f5:68,5300,40,-91,159.67,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:40:c7:28,5220,40,-79,40.72,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:01:48,2462,20,-77,68.58,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:54:86:48,2437,20,-92,389.62,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:50:b5:a8,5745,40,-82,52.26,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:50:b5:88,2412,20,-71,35.09,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:54:97:48,2462,20,-79,86.34,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:54:97:68,5300,40,-81,50.49,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:40:2d:a8,5805,40,-81,46.1,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:40:2d:88,2412,20,-77,70,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance stairs,middle,ground,54:07:7d:51:15:a8,5180,40,-86,91.87,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance stairs,middle,ground,54:07:7d:50:91:c8,2412,20,-84,156.72,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance stairs,middle,ground,54:07:7d:51:15:88,2412,20,-88,248.38,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance stairs,middle,ground,54:07:7d:40:f2:28,5785,40,-71,14.63,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance stairs,middle,ground,54:07:7d:50:b5:88,2412,20,-86,197.3,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance stairs,middle,ground,54:07:7d:40:2d:a8,5805,40,-68,10.32,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance stairs,middle,ground,54:07:7d:40:2d:88,2412,20,-68,24.84,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:15:a8,5180,40,-91,163.37,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:50:91:c8,2412,20,-85,175.84,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:51:15:88,2412,20,-84,156.72,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:54:97:48,2462,20,-82,121.96,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:54:97:68,5300,40,-86,89.79,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,first year entrance,entrance,ground,54:07:7d:40:2d:a8,5805,40,-83,58.04,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,principal office cooler,front,ground,54:07:7d:51:09:c8,2437,20,-94,490.51,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,principal office cooler,front,ground,54:07:7d:51:7a:88,2462,20,-86,193.29,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,principal office cooler,front,ground,9c:c9:eb:bb:ba:88,2437,20,-80,97.87,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,principal office cooler,front,ground,54:07:7d:54:86:68,5180,40,-81,51.66,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,principal office cooler,front,ground,54:07:7d:40:f2:08,2437,20,-88,245.84,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,principal office cooler,front,ground,54:07:7d:40:f2:28,5785,40,-91,146.28,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
